Wall time,Step,Value
1619562656.9283712,4001,-36.71683120727539
1619562674.1414363,8001,-35.70441436767578
1619562691.5157247,12001,-35.28655242919922
1619562709.0545602,16001,-33.937469482421875
1619562726.4713206,20001,-35.001373291015625
1619562743.6310346,24001,-33.967708587646484
1619562761.1466086,28001,-32.16828918457031
1619562780.1581297,32001,-31.510374069213867
1619562797.6259449,36001,-29.955713272094727
1619562817.6647782,40001,-29.199193954467773
1619562836.9625142,44001,-26.959768295288086
1619562856.662422,48001,-27.418262481689453
1619562875.372381,52001,-25.945558547973633
1619562893.696374,56001,-24.746244430541992
1619562911.4139943,60001,-23.87322998046875
1619562929.0130968,64001,-23.33697509765625
1619562946.4254658,68001,-23.151578903198242
1619562964.8986325,72001,-22.431535720825195
1619562983.7506988,76001,-21.06250762939453
1619563002.662466,80001,-20.498741149902344
1619563021.3795705,84001,-19.937185287475586
1619563039.2722502,88001,-20.113697052001953
1619563057.7116249,92001,-19.828052520751953
1619563075.4729,96001,-18.915849685668945
1619563094.2482967,100001,-18.575899124145508
1619563113.8966212,104001,-17.804960250854492
1619563132.8307276,108001,-17.03675651550293
1619563152.0052197,112001,-17.008697509765625
1619563170.3220935,116001,-16.626018524169922
1619563189.2657294,120001,-16.61740493774414
1619563208.6047971,124001,-15.890246391296387
1619563227.2304742,128001,-16.316688537597656
1619563247.2757883,132001,-15.432629585266113
1619563267.8790185,136001,-15.255396842956543
1619563288.2996092,140001,-15.11428451538086
1619563308.5234747,144001,-15.106544494628906
1619563327.9955635,148001,-15.226839065551758
1619563345.2718353,152001,-14.600897789001465
1619563362.1269608,156001,-14.547627449035645
1619563380.263474,160001,-14.03188419342041
1619563398.7938604,164001,-13.755617141723633
1619563416.684945,168001,-13.808320045471191
1619563434.0925012,172001,-13.299210548400879
1619563453.1462462,176001,-12.826513290405273
1619563471.5369172,180001,-13.006186485290527
1619563490.1468034,184001,-13.258681297302246
1619563507.8682926,188001,-12.981480598449707
1619563527.4403412,192001,-12.525200843811035
1619563545.6273763,196001,-12.415983200073242
1619563563.4092717,200001,-11.869318008422852
1619563582.954067,204001,-12.690004348754883
1619563600.1673517,208001,-12.31223201751709
1619563617.671277,212001,-11.849942207336426
1619563634.8277164,216001,-11.662162780761719
1619563653.2203505,220001,-11.477131843566895
1619563671.8144424,224001,-11.443915367126465
1619563690.4691544,228001,-11.102579116821289
1619563709.0596397,232001,-11.480291366577148
1619563727.1635478,236001,-11.329431533813477
1619563745.4667706,240001,-10.764759063720703
1619563762.6324048,244001,-11.339059829711914
1619563779.5884376,248001,-11.128495216369629
1619563796.969678,252001,-10.98897933959961
1619563814.4118235,256001,-11.318849563598633
1619563831.7878556,260001,-10.5838623046875
1619563849.7857714,264001,-10.559966087341309
1619563868.2509334,268001,-10.503349304199219
1619563885.9649053,272001,-10.201798439025879
1619563903.67986,276001,-10.175445556640625
1619563921.7989185,280001,-10.343138694763184
1619563941.7542512,284001,-10.057868003845215
1619563960.4218905,288001,-9.869645118713379
1619563979.6236405,292001,-9.978577613830566
1619563998.8250945,296001,-9.57855224609375
1619564017.7008107,300001,-9.758353233337402
1619564036.7566323,304001,-9.799457550048828
1619564055.5874555,308001,-9.317750930786133
1619564075.1402745,312001,-9.374197006225586
1619564092.9689891,316001,-8.964685440063477
1619564110.8680758,320001,-9.529437065124512
1619564129.9971566,324001,-9.179749488830566
1619564150.4006035,328001,-9.163105010986328
1619564170.3645144,332001,-8.524913787841797
1619564190.0574815,336001,-8.669454574584961
1619564210.382189,340001,-8.939507484436035
1619564230.1790178,344001,-8.504190444946289
1619564251.0977592,348001,-8.754685401916504
1619564270.186718,352001,-8.515748977661133
1619564289.1214428,356001,-8.552316665649414
1619564307.9306748,360001,-8.2322359085083
1619564327.8410416,364001,-8.537760734558105
1619564348.0412853,368001,-8.484413146972656
1619564366.7342243,372001,-8.111568450927734
1619564384.581414,376001,-8.08514404296875
1619564403.6211307,380001,-8.314513206481934
1619564423.1155367,384001,-8.165112495422363
1619564446.631689,388001,-8.273962020874023
1619564467.1755733,392001,-7.805285453796387
1619564485.8489,396001,-8.09949016571045
1619564505.475944,400001,-7.528723239898682
1619564524.0139265,404001,-7.681089401245117
1619564542.9542868,408001,-7.898232936859131
1619564562.418062,412001,-7.726198196411133
1619564584.368962,416001,-7.781271934509277
1619564604.1553674,420001,-7.4142045974731445
1619564623.8410091,424001,-7.676296710968018
1619564642.417227,428001,-7.291561603546143
1619564660.5061245,432001,-7.386735916137695
1619564680.0383642,436001,-7.063030242919922
1619564698.9035323,440001,-7.392908096313477
1619564718.4626453,444001,-7.51311731338501
1619564736.5297692,448001,-7.459054946899414
1619564755.7554862,452001,-7.026308059692383
1619564774.9605148,456001,-7.238117694854736
1619564794.0294306,460001,-6.926764488220215
1619564812.1268091,464001,-7.091946125030518
1619564832.1039653,468001,-7.124549388885498
1619564852.5800958,472001,-7.281985282897949
1619564872.316233,476001,-6.971774101257324
1619564890.5892296,480001,-6.916845798492432
1619564910.081195,484001,-6.674437046051025
1619564928.0602574,488001,-6.65711784362793
1619564948.4441729,492001,-6.522049427032471
1619564968.2637746,496001,-6.530753135681152
1619564987.2708633,500001,-6.85654878616333
