Wall time,Step,Value
1619583184.3845024,4001,82.05128479003906
1619583235.1228566,8001,81.21827697753906
1619583285.9251647,12001,81.77172088623047
1619583336.6029563,16001,82.332763671875
1619583388.098725,20001,77.41935729980469
1619583440.2107897,24001,74.766357421875
1619583492.771117,28001,73.17073059082031
1619583545.528256,32001,69.76744079589844
1619583600.3719232,36001,67.60563659667969
1619583654.9654245,40001,62.74509811401367
1619583709.7200296,44001,60.99110412597656
1619583764.8402143,48001,59.25925827026367
1619583820.6316817,52001,55.17241287231445
1619583877.9508386,56001,53.57143020629883
1619583933.9981806,60001,53.09734344482422
1619583992.3500767,64001,47.619049072265625
1619584050.3058038,68001,47.80876541137695
1619584111.062401,72001,44.4033317565918
1619584170.82469,76001,44.85981369018555
1619584233.0060303,80001,41.558441162109375
1619584296.3217282,84001,39.93344497680664
1619584360.6206648,88001,39.05614471435547
1619584425.5332634,92001,37.7952766418457
1619584489.594874,96001,36.009002685546875
1619584552.7676556,100001,36.446468353271484
1619584619.0608978,104001,34.139404296875
1619584685.6056297,108001,33.08063507080078
1619584754.4454474,112001,33.44947814941406
1619584822.1782196,116001,33.19502258300781
1619584889.8797724,120001,32.38866424560547
1619584958.3419964,124001,32.23640060424805
1619585027.950003,128001,30.131826400756836
1619585097.0341578,132001,30.07518768310547
1619585164.1438313,136001,29.502151489257812
1619585233.7894723,140001,29.197080612182617
1619585301.1037486,144001,28.794240951538086
1619585367.7976747,148001,28.72531509399414
1619585461.7332249,152001,29.161603927612305
1619585561.106629,156001,27.68166160583496
1619585662.3866856,160001,26.996625900268555
1619585762.3624227,164001,26.800670623779297
1619585863.6391993,168001,27.52293586730957
1619585966.2755451,172001,25.931928634643555
1619586066.150367,176001,26.53399658203125
1619586169.3909602,180001,25.4506893157959
1619586270.8989468,184001,25.848142623901367
1619586372.9773529,188001,24.51481056213379
1619586477.4330306,192001,24.279211044311523
1619586580.2180333,196001,24.5273380279541
1619586683.1969113,200001,25.06527328491211
1619586785.7973988,204001,24.502296447753906
1619586891.3525395,208001,24.857585906982422
1619586998.9028962,212001,24.024024963378906
1619587105.5617385,216001,23.346303939819336
1619587212.2578433,220001,23.32361602783203
1619587319.6372674,224001,22.846263885498047
1619587426.9709146,228001,23.05475425720215
1619587535.2800887,232001,22.999521255493164
1619587643.4178252,236001,22.695035934448242
1619587751.5460477,240001,23.04368782043457
1619587860.8963735,244001,21.9780216217041
1619587971.047541,248001,22.09944725036621
1619588081.693813,252001,21.699819564819336
1619588188.9601934,256001,21.84797477722168
1619588297.1167314,260001,21.778583526611328
1619588405.3689072,264001,21.573034286499023
1619588513.8950505,268001,21.611886978149414
1619588625.908861,272001,21.729290008544922
1619588736.991348,276001,20.79722785949707
1619588848.6757517,280001,20.887727737426758
1619588960.1017044,284001,20.304569244384766
1619589072.410159,288001,20.72538948059082
1619589187.100336,292001,20.627416610717773
1619589302.3817718,296001,20.77022933959961
1619589417.5159903,300001,20.008337020874023
1619589533.2060168,304001,19.74496078491211
1619589647.9153428,308001,20.219039916992188
1619589760.83466,312001,19.97503089904785
1619589874.2369335,316001,19.68019676208496
1619589986.3943877,320001,19.793813705444336
1619590098.1845107,324001,19.769357681274414
1619590210.8512914,328001,19.5678768157959
1619590323.1000848,332001,19.520130157470703
1619590434.0954216,336001,19.292604446411133
1619590546.6465683,340001,19.536020278930664
1619590659.3667548,344001,18.875343322753906
1619590771.004544,348001,18.786693572998047
1619590882.9607668,352001,18.994855880737305
1619590994.6402168,356001,19.032514572143555
1619591106.2205296,360001,18.65526580810547
1619591218.1422238,364001,18.306636810302734
1619591330.1157753,368001,18.66977882385254
1619591441.325239,372001,18.786693572998047
1619591553.9782147,376001,18.202503204345703
1619591665.2851174,380001,18.80877685546875
1619591777.919714,384001,18.04511260986328
1619591890.2088084,388001,18.45444107055664
1619592002.3344293,392001,17.897090911865234
1619592115.528874,396001,17.595308303833008
1619592227.2540014,400001,17.923824310302734
1619592339.5848668,404001,17.67955780029297
1619592453.3384216,408001,17.53744888305664
1619592558.907943,412001,17.660043716430664
1619592662.112702,416001,17.460895538330078
1619592765.2858055,420001,17.309772491455078
1619592868.7080686,424001,17.284839630126953
1619592971.593023,428001,17.167381286621094
1619593074.899317,432001,17.454545974731445
1619593178.3340654,436001,17.33477783203125
1619593281.022013,440001,17.505470275878906
1619593386.4122164,444001,16.568864822387695
1619593490.7084846,448001,16.80672264099121
1619593594.704289,452001,16.77735137939453
1619593698.935502,456001,16.632017135620117
1619593803.0862963,460001,16.889514923095703
1619593906.3488255,464001,16.919281005859375
1619594010.5878174,468001,16.7656307220459
1619594115.4313374,472001,16.47220230102539
1619594219.2553747,476001,16.35991859436035
1619594323.3634484,480001,16.432727813720703
1619594428.957617,484001,16.221696853637695
1619594533.031217,488001,16.112789154052734
1619594637.1946056,492001,16.2381591796875
1619594742.3396962,496001,16.18886947631836
1619594846.9336083,500001,16.06963539123535
